name,salary_from,salary_to,salary_currency,area_name,published_at
Программист 1С Middle/Senior,Самара,,160000.0,RUR,2022-12-05T09:06:45+0300
Ведущий программист 1С,Екатеринбург,100000.0,130000.0,RUR,2022-12-05T10:40:55+0300
Наладчик станков с ЧПУ,Миасс,72500.0,,RUR,2022-12-05T06:17:03+0300
Программист 1C,Новосибирск,150000.0,,RUR,2022-12-05T10:42:33+0300
Техник автоматизированных систем контроля и сигнализации,Москва,,54000.0,RUR,2022-12-05T10:21:14+0300
Программист 1С,Омск,160000.0,210000.0,RUR,2022-12-05T09:23:35+0300
Наладчик станков с ЧПУ,Челябинск,72500.0,,RUR,2022-12-05T06:16:22+0300
Ведущий системный аналитик,Екатеринбург,110000.0,120000.0,RUR,2022-12-05T10:40:41+0300
Системный администратор (технологии Microsoft),Новосибирск,80000.0,150000.0,RUR,2022-12-05T07:50:39+0300
Разработчик 1С,Новосибирск,150000.0,,RUR,2022-12-05T10:31:06+0300
Ведущий программист 1С / Программист 1С (удаленно),Санкт-Петербург,100000.0,120000.0,RUR,2022-12-05T09:39:16+0300
Системный администратор (Сетевой инженер),Санкт-Петербург,65000.0,,RUR,2022-12-05T09:20:35+0300
Токарь-универсал (4-6 разряд),Мытищи,65000.0,,RUR,2022-12-05T08:35:03+0300
Оператор лазерного станка (швейное производство),Челябинск,40000.0,,RUR,2022-12-05T07:06:23+0300
Токарь-универсал (4-6 разряд),Фрязино,65000.0,,RUR,2022-12-05T08:35:03+0300
Ведущий консультант 1С ТОРО,Ростов-на-Дону,120000.0,200000.0,RUR,2022-12-05T10:18:24+0300
Senior Game Designer,ОАЭ,150000.0,,RUR,2022-12-05T11:50:43+0300
Токарь-универсал (4-6 разряд),Сергиев Посад,65000.0,,RUR,2022-12-05T08:35:04+0300
Программист 1С,Самара,160000.0,210000.0,RUR,2022-12-05T09:23:16+0300
Программист 1С,Ростов-на-Дону,100000.0,,RUR,2022-12-05T11:43:18+0300
PHP-developer / PHP программист (Bitrix),Минск,2500.0,4000.0,BYR,2022-12-05T08:20:31+0300
Токарь-универсал (4-6 разряд),Ивантеевка,65000.0,,RUR,2022-12-05T08:35:03+0300
Начальник службы IT-разработок и цифровой трансформации бизнеса,Минск,3000.0,,BYR,2022-12-05T08:39:15+0300
Токарь-универсал (4-6 разряд),Щелково,65000.0,,RUR,2022-12-05T08:35:03+0300
Программист 1С,Тольятти,160000.0,210000.0,RUR,2022-12-05T09:25:37+0300
Программист 1С (удаленно),Рязань,100000.0,,RUR,2022-12-05T10:10:00+0300
Ведущий инженер-программист 1С,Москва,,220000.0,RUR,2022-12-05T11:10:21+0300
Инженер-программист 1С,Хабаровск,100000.0,,RUR,2022-12-05T03:58:34+0300
Программист 1С,Севастополь,160000.0,210000.0,RUR,2022-12-05T09:29:34+0300
Эксперт 1С ТОиР,Белгород,200000.0,280000.0,RUR,2022-12-05T10:18:16+0300
Специалист службы поддержки с техническими знаниями (Браузер),Пермь,15000.0,39000.0,RUR,2022-12-05T09:10:31+0300
Специалист службы поддержки с техническими знаниями (Контест),Санкт-Петербург,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),Казань,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Главный инженер (генподрядное строительство муниципальных объектов),Иркутск,150000.0,,RUR,2022-12-05T06:10:15+0300
Программист 1С,Набережные Челны,160000.0,210000.0,RUR,2022-12-05T09:28:20+0300
Ночной помощник системного администратора в Yandex Cloud,Ханты-Мансийск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь-универсал (4-6 разряд),Монино,65000.0,,RUR,2022-12-05T08:35:04+0300
Ведущий инженер-системный программист,Пермь,50000.0,,RUR,2022-12-05T07:55:27+0300
Программист 1С,Новосибирск,160000.0,210000.0,RUR,2022-12-05T09:20:54+0300
Токарь-универсал,Чебаркуль,45000.0,80000.0,RUR,2022-12-05T06:16:55+0300
Программист 1С (1 категории),Новосибирск,73000.0,86000.0,RUR,2022-12-05T06:00:13+0300
Технический специалист (объектные/проектные продажи),Атырау,885.0,1760.0,USD,2022-12-05T10:09:23+0300
Токарь (п.г.т. Лебяжье),Санкт-Петербург,50000.0,,RUR,2022-12-05T11:55:42+0300
Ведущий программист 1C,Новороссийск,70000.0,,RUR,2022-12-05T06:02:48+0300
Фрезеровщик (п.г.т. Лебяжье),Санкт-Петербург,70000.0,,RUR,2022-12-05T11:55:28+0300
"QA Test Lead (Automation, Python)",Санкт-Петербург,5000.0,,EUR,2022-12-05T11:43:36+0300
Специалист службы поддержки с техническими знаниями (Контест),Москва,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),Нижний Новгород,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Станочник широкого профиля,Челябинск,35000.0,53000.0,RUR,2022-12-05T06:16:50+0300
Ведущий программист 1С,Новосибирск,150000.0,,RUR,2022-12-05T10:31:23+0300
Специалист службы поддержки с техническими знаниями (Контест),Краснодар,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),Пермь,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Full Stack Developer (Node.js+React.js+React Native),Тбилиси,,5500.0,EUR,2022-12-05T11:02:06+0300
Специалист службы поддержки с техническими знаниями (Контест),Самара,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),Иркутск,15000.0,39000.0,RUR,2022-12-05T09:10:33+0300
Senior Backend (Node.js) Software Developer,Санкт-Петербург,4000.0,,USD,2022-12-05T10:06:33+0300
Специалист службы поддержки с техническими знаниями (Контест),Екатеринбург,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),Уфа,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),Омск,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Специалист службы поддержки с техническими знаниями (Контест),Ростов-на-Дону,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Оператор видеомониторинга и контроля / Специалист по видеонаблюдению (ОВМ),Краснодар,20000.0,30000.0,RUR,2022-12-05T15:32:44+0300
Project Manager,Москва,4000.0,,EUR,2022-12-05T12:35:32+0300
Графический дизайнер,Алматы,500000.0,,KZT,2022-12-05T12:07:48+0300
Младший тестировщик (ручное тестирование) в офис в Краснодаре,Краснодар,50000.0,,RUR,2022-12-05T10:09:25+0300
Стажер - тестировщик ИБ,Санкт-Петербург,,60000.0,RUR,2022-12-05T15:15:19+0300
Специалист службы поддержки пользователей,Нижний Новгород,32000.0,,RUR,2022-12-05T15:37:06+0300
Помощник дизайнера,Москва,38000.0,75000.0,RUR,2022-12-05T22:19:11+0300
Специалист по информационным технологиям,Ташкент,4000000.0,4000000.0,UZS,2022-12-05T09:34:22+0300
Директор «Городской парк культуры и отдыха им. Ю. Гагарина»,Южно-Сахалинск,200000.0,,RUR,2022-12-05T01:47:30+0300
Системный администратор (стажер),Москва,50000.0,55000.0,RUR,2022-12-05T13:53:24+0300
Оператор отдела контроля бронирования и управления ресурсами,Шымкент,150000.0,200000.0,KZT,2022-12-05T07:07:50+0300
Product Manager / Продакт-менеджер в бренд будуарной женской одежды и белья,Санкт-Петербург,80000.0,120000.0,RUR,2022-12-05T10:15:40+0300
Специалист 1-й линии технической поддержки,Москва,65000.0,,RUR,2022-12-05T11:33:37+0300
Графический дизайнер,Пермь,30000.0,,RUR,2022-12-05T14:37:23+0300
Оператор лазерной резки,Минск,1500.0,,BYR,2022-12-05T10:46:51+0300
WEB-разработчик,Москва,100000.0,,RUR,2022-12-05T15:07:07+0300
Инженер по сервису/механик,Минск,1900.0,,BYR,2022-12-05T11:53:47+0300
Ученик оператора станков с ЧПУ,Пенза,40000.0,45000.0,RUR,2022-12-05T15:49:38+0300
Младший системный администратор MySQL (Linux),Москва,70000.0,160000.0,RUR,2022-12-05T10:00:16+0300
Ведущий специалист,Уфа,50000.0,,RUR,2022-12-05T12:08:21+0300
Куратор online курса,Москва,50000.0,,RUR,2022-12-05T16:59:42+0300
"Backend разработчик (Node.js), удаленно",Москва,60000.0,,RUR,2022-12-05T15:12:01+0300
Удаленный системный администратор,Москва,35000.0,55000.0,RUR,2022-12-05T16:05:08+0300
Графический дизайнер,Уральск,150000.0,300000.0,KZT,2022-12-05T20:21:51+0300
Редактор журнала,Самара,,2000.0,USD,2022-12-05T15:48:16+0300
Дизайнер-иллюстратор (принты на футболки),Ташкент,1000000.0,10000000.0,UZS,2022-12-05T12:37:45+0300
Удаленный менеджер технической поддержки,Москва,34500.0,34500.0,RUR,2022-12-05T12:09:16+0300
UI/UX тестировщик,Санкт-Петербург,50000.0,100000.0,RUR,2022-12-05T17:28:13+0300
Декоратор/реквизитор/костюмер частных и театральных проектов,Санкт-Петербург,30000.0,100000.0,RUR,2022-12-05T01:17:41+0300
Младший программист C/C++,Москва,60000.0,,RUR,2022-12-05T11:58:10+0300
Помощник аналитика (стажер),Краснодар,15000.0,30000.0,RUR,2022-12-05T17:51:39+0300
